symbol,company_name,industry,listing_date,ipo_age_days,liquidity_rank,top_1000_liquid,recent_ipo_overlay,history_sessions,scan_date,price_date,latest_open,latest_high,latest_low,latest_close,latest_volume,previous_close,return_20d,return_63d,return_126d,return_189d,return_252d,sma20,sma50,sma150,sma200,momentum_eligibility,vcp_eligibility,nr7,three_close_band_pct,atr14_pct,atr14_average_50_pct,atr_contraction,average_volume_20d,volume_ratio_20d,daily_close_position,daily_range,median_range_20d,distance_from_20d_high_pct,accumulation_day,volume_dry_up,gap_pct,gap_and_hold,daily_inside_bar,double_inside_bar,weekly_inside_bar,ipo_base_depth_pct,prior_20_high,ipo_base,ipo_momentum,ipo_breakout,resistance_price,resistance_touches,resistance_dispersion_pct,distance_to_resistance_pct,horizontal_resistance,pole_gain_pct,consolidation_sessions,consolidation_depth_pct,consolidation_volume_ratio,flags_pennants,rs_line_eligibility,rs_line_distance_from_high_pct,price_distance_from_high_pct,rs_high_before_price_high,history_status,series,isin,yahoo_symbol,median_traded_value_60d,weighted_momentum,rs_rating,is_high_rs,vcp_stars,vcp_trend_template,vcp_range_position,vcp_contracting_ranges,vcp_contracting_volatility,vcp_pivot_readiness,close,sma200_20d_ago,high_252,low_252,pct_below_high,pct_above_low,range_60_pct,range_30_pct,range_15_pct,atr_50_pct,atr_20_pct,atr_10_pct,pivot_55,distance_to_pivot_pct,avg_volume_10,avg_volume_50,volume_ratio,live_price,breakout_pct,is_breakout,quote_status,quote_timestamp,breakout_reason,benchmark_status
QUESS,Quess Corp Limited,,2016-07-12,3684.0,746,True,False,499,2026-08-13,2026-08-12,324.0,335.5,323.3500061035156,334.20001220703125,441540.0,324.20001220703125,15.019906484789747,66.23683574166061,57.507311870796165,60.153691629296226,29.264803923790538,308.03424072265625,278.81671264648435,222.8422738647461,218.85460792541505,ELIGIBLE,ELIGIBLE,False,3.227802998310811,4.908153322531936,4.076582936599816,False,1411886.8,0.3127304540279008,0.8930050661716872,12.149993896484375,11.899993896484375,3.458973899334647,False,False,-0.06169407757564693,False,False,False,False,42.597999713917346,346.17408339803006,False,False,False,249.49790101007417,4.0,1.9055578916602582,-33.94902756858744,False,39.16672833420538,7,11.869780669643271,0.44578517269389495,True,ELIGIBLE,0.8599197223068029,3.458973899334647,False,COMPLETE,,,,,0.5587989578144084,92.0,True,3.0,True,True,True,False,False,334.20001220703125,211.3870322418213,346.17408339803006,162.53922482226787,3.4589738993346497,105.61191464550768,74.20995697295483,30.21610368782497,20.621232826582666,3.8404750569369215,4.2418461334346445,5.764455552646167,346.17408339803006,3.458973899334647,2585035.9,1421880.94,1.8180396313632279,332.5,-3.9500598264912923,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
QUINT,Quint Digital Limited,,2026-04-20,115.0,2015,False,True,79,2026-08-13,2026-08-12,38.79999923706055,39.84000015258789,36.15999984741211,37.91999816894531,2334.0,38.439998626708984,-3.240623889428096,-5.741987073268073,,,,38.54199981689453,40.174199981689455,,,NOT ELIGIBLE,NOT ELIGIBLE,False,3.723683762225996,5.814873497308989,5.501463632603309,False,1773.6,1.3159675236806496,0.47826037379883696,3.6800003051757812,1.9849987030029297,9.714290073939733,False,False,0.936526074955224,False,False,False,True,19.98222125599433,42.0,True,False,False,43.9900016784668,3.0,1.8185933315209402,13.798598040274149,False,4.5335417954768475,5,9.600000381469727,2.3426470588235295,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RACLGEAR,RACL Geartech Limited,,2024-11-27,624.0,1162,False,True,418,2026-08-13,2026-08-12,1449.800048828125,1449.800048828125,1400.0,1411.5,14533.0,1419.800048828125,4.215887075950109,12.856804597894111,25.758479283798174,43.19412586226166,49.17346373241218,1349.4700012207031,1327.1100024414063,1272.2197745768228,1221.6162329101562,ELIGIBLE,ELIGIBLE,True,2.32055879278828,5.016447400933341,4.621572507149909,False,48326.0,0.3007283863758639,0.23092346836224942,49.800048828125,68.25,6.529367404809042,False,False,2.1129735855947684,False,True,False,False,20.46884183717723,1510.0999755859375,False,False,False,1396.4000244140625,3.0,1.360641626168154,-1.081350280860496,True,11.354104254044328,20,18.382887230908356,1.7123142195339187,False,ELIGIBLE,8.845876858013995,16.49054797900426,False,COMPLETE,,,,,0.28767935614852047,79.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RADICO,Radico Khaitan Limited,,2003-06-18,8457.0,200,True,False,498,2026-08-13,2026-08-12,4553.0,4553.0,4485.0,4533.0,236362.0,4545.0,11.077205227802223,29.831320104834667,64.38910967196317,39.37469542321872,60.102108470589876,4312.537841796875,3996.698828125,3328.34740234375,3301.2180529785155,ELIGIBLE,ELIGIBLE,False,0.37502757555702626,2.625192644195542,2.35425613541406,False,479894.25,0.4925293437043682,0.7058823529411765,68.0,84.10575484712103,1.2482802240713529,False,True,0.1760176017601811,False,False,False,False,25.87519571208118,4590.2998046875,False,False,False,4586.14990234375,2.0,0.1809754339529632,1.1589220473711024,False,20.16978080834977,7,3.910419964654576,0.8247774731916047,True,ELIGIBLE,0.11811183127711457,1.2482802240713529,False,COMPLETE,,,,,0.44705710755088224,87.0,True,3.0,True,True,True,False,False,4533.0,3170.1716845703127,4590.2998046875,2494.465428414862,1.248280224071352,81.72230203569306,34.90760746102695,18.550854042729124,13.65222995558211,2.12213712221077,2.413789242546913,2.257444969529009,4590.2998046875,1.2482802240713529,396267.8,400580.92,0.9892328371506062,4623.39990234375,0.7210879259443859,True,LIVE,2026-08-13T12:13:00+05:30,live price above pivot,COMPLETE
RAILTEL,Railtel Corporation Of India Limited,,2021-02-26,1994.0,588,True,False,499,2026-08-13,2026-08-12,285.7513052027746,286.4482717596284,283.0132700483926,284.8552270473915,214407.0,286.04998779296875,-5.32759942196358,-10.621680522244326,-17.226463057146525,-18.737610095166602,-19.35551161960891,289.4177813636908,301.9146730913342,310.17277280859514,319.4486706986441,ELIGIBLE,ELIGIBLE,True,1.6602586154022554,2.3393436671302874,2.680253695749911,True,524427.6,0.4088400381673276,0.536231755860238,3.4350017112358273,5.6751970996934915,6.042690934806041,False,False,-0.10441622196829536,False,False,False,False,15.491682967331698,310.44339189564465,False,False,False,327.91705265721737,3.0,1.548506454835968,13.131926278576254,False,2.614605163677841,20,8.275866077842783,0.6472395516181815,False,ELIGIBLE,26.10987036710849,30.278861834339253,False,COMPLETE,,,,,-0.15312589163282136,14.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAIN,Rain Industries Limited,,2008-03-03,6737.0,215,True,False,499,2026-08-13,2026-08-12,203.6999969482422,211.2899932861328,200.14999389648438,209.3800048828125,6310349.0,202.9199981689453,0.32101870892269346,33.37155077170164,26.140127690661096,69.26435735517443,29.008058956296566,221.36950073242187,205.76200134277343,162.65873346964517,152.52180019378662,ELIGIBLE,ELIGIBLE,False,3.18352393660519,5.371982504416081,4.837416165299828,False,6455218.95,0.9775577015865589,0.8285468125702843,11.139999389648438,9.42999267578125,16.912696475074405,False,False,0.3843873380323437,False,False,False,False,39.42857167077443,252.0,False,False,False,209.67999267578125,3.0,1.2876750489099222,0.1430693454060768,True,33.472655868414904,5,20.575399247426834,2.3053547877821954,False,ELIGIBLE,13.129981604461602,16.912696475074405,False,COMPLETE,,,,,0.38231129109107076,84.0,True,2.0,True,False,True,False,False,209.3800048828125,143.36020011901854,252.0,99.9000015258789,16.912696475074405,109.58959127600517,65.09434028279342,38.19577272563719,25.905574661337212,4.88480190247318,5.393065027013696,6.0000948846255415,252.0,16.912696475074405,8484599.3,5729035.86,1.4809820548059898,215.6300048828125,-14.432537744915674,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
RAINBOW,Rainbow Childrens Medicare Limited,,2022-05-10,1556.0,710,True,False,498,2026-08-13,2026-08-12,1504.199951171875,1505.0,1472.199951171875,1482.0,43002.0,1504.0999755859375,-1.073250101692791,11.172286705058765,23.09280852859077,10.052151867339987,0.0730236566478526,1511.8500427246095,1455.16875,1305.2181290690105,1315.1665985107422,ELIGIBLE,ELIGIBLE,False,3.8191616454748654,2.9877579738483826,2.6256267346174464,False,92257.6,0.46610794124278104,0.29878153168240923,32.800048828125,42.9000244140625,7.950310559006211,False,False,0.006646871056470438,False,False,False,False,18.762411557483773,1610.0,False,False,False,1504.4631388053124,3.0,1.1074203772560214,1.4930999787173427,True,14.006265598268342,5,8.331260823669053,0.7501279462492457,False,ELIGIBLE,6.577978386137222,7.950310559006211,False,COMPLETE,,,,,0.11112511492539229,59.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAJPALAYAM,Rajapalayam Mills Limited,,2026-04-20,115.0,1750,False,True,85,2026-08-13,2026-08-12,822.0,839.9000244140625,822.0,838.0999755859375,1616.0,822.0999755859375,1.0002395655662077,5.660610525455589,,,,824.3724975585938,826.6250036621094,,,NOT ELIGIBLE,NOT ELIGIBLE,False,1.946235308983713,2.6237081123899175,3.194885280411177,True,1146.35,1.4096916299559472,0.8994387501108179,17.9000244140625,19.475006103515625,1.400002872242647,False,False,-0.01216100096174122,False,False,False,False,14.160002790178572,860.0,True,False,False,849.2250061035156,6.0,1.7780889019295907,1.3100215417140046,True,4.700613896083805,19,5.513296695204923,0.43999719227420103,False,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RALLIS,Rallis India Limited,,1999-04-01,9996.0,693,True,False,499,2026-08-13,2026-08-12,212.0,212.10000610351562,207.52999877929688,209.41000366210938,1372270.0,211.5,-12.119682083898942,-19.570296713116687,-22.97326179437541,-14.478576075988281,-42.035216538826944,220.52850036621095,225.18280059814452,244.88073099772134,248.24084243774413,ELIGIBLE,ELIGIBLE,False,1.781192713962961,2.0346276563863204,2.848418024572557,True,1653553.6,0.8298914531709162,0.4113789649415693,4.57000732421875,4.724998474121094,14.421738343379378,False,False,0.23640661938533203,False,False,False,False,19.22020243434667,247.88999938964844,False,False,False,234.29000091552734,4.0,1.195101387518175,10.619316725509078,False,7.923153534411664,17,14.568582107857377,1.4208919572483574,False,ELIGIBLE,43.752312043270386,45.025104834138816,False,COMPLETE,,,,,-0.23725529567084802,6.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAMBHAJO,Advit Jewels Limited,,2026-07-01,43.0,,False,True,31,2026-08-13,2026-08-12,189.0,191.72999572753906,183.8300018310547,184.9600067138672,84069.0,187.61000061035156,-11.684088629939493,,,,,192.87600021362306,,,,NOT ELIGIBLE,NOT ELIGIBLE,False,4.833470403386897,5.0864280281807215,,False,576905.4,0.14572406498535115,0.14303870327233675,7.899993896484375,8.885002136230469,15.8507715442054,False,False,0.7408983450382989,False,True,True,True,27.207204457875843,222.0,False,False,False,220.9000015258789,2.0,0.9959243698712483,16.269802880830344,False,18.284516305972186,12,11.232326006648515,0.5375223015165032,True,NOT ELIGIBLE,,,,COMPLETE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAMCOCEM,The Ramco Cements Limited,,1997-04-09,10718.0,701,True,False,498,2026-08-13,2026-08-12,937.0352669534209,937.0352669534209,911.5536641187704,916.0914737953309,186472.0,931.5499877929688,-1.5804136068704233,0.2510218600784375,-21.390672846130197,-11.062166502101844,-20.077442898435336,922.8832534153519,910.8076632311027,977.128016750701,990.0654629788821,ELIGIBLE,ELIGIBLE,False,3.832128101335836,2.8694288659039695,2.5846521478410858,False,208104.7,0.8960489599706302,0.17808179909271254,25.481602834650516,21.392600900122147,7.151521365914125,False,False,0.5888335819152157,False,False,False,False,15.263317685555233,986.6521102684195,False,False,False,946.4599860489202,5.0,1.6069546891464677,3.208641960698762,True,9.676847894939765,19,8.859796266089592,0.9373501796658003,False,ELIGIBLE,20.528056471024478,24.368053701690513,False,COMPLETE,,,,,-0.10405647705302101,21.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAMCOIND,Ramco Industries Limited,,1996-11-06,10872.0,995,True,False,499,2026-08-13,2026-08-12,370.40615253740805,372.94726401545887,353.8639298014132,357.8500061035156,700935.0,369.3099670410156,-2.112579938204018,30.843493224742957,10.204077221232577,12.942280723383593,20.726169304083196,341.32024536132815,329.6156317138672,299.9719118245443,305.21790420532227,ELIGIBLE,ELIGIBLE,False,5.040384941910002,4.5381308495642045,4.45747218378885,False,1316944.1,0.5322435477709342,0.2088773511689912,19.083334214045692,11.734006366450245,9.203542258859066,False,False,0.29681990583012574,False,False,False,True,30.973453679791373,394.1233116425528,False,False,False,343.79908806615464,3.0,1.579713258126293,-4.086956168614757,False,31.393257416381303,20,17.572697834542126,0.8741815412313921,False,ELIGIBLE,4.986477682019714,9.785196650042135,False,COMPLETE,,,,,0.21111902739637056,72.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAMCOSYS,Ramco Systems Limited,,2000-04-12,9619.0,442,True,False,499,2026-08-13,2026-08-12,650.8499755859375,652.5,619.9000244140625,619.9000244140625,147493.0,652.5,-23.980622339278522,62.703418481381235,13.141083553883481,5.201531508538393,62.96005109367895,677.2700073242188,683.2260028076172,523.0633343505859,542.4439997863769,ELIGIBLE,ELIGIBLE,False,8.041615360969914,6.251008684227917,7.107827455312378,True,656638.2,0.22461836670483076,0.0,32.5999755859375,32.17498779296875,28.260613131748496,False,False,-0.2528773048371624,False,False,False,False,59.77777840863211,864.0999755859375,False,False,False,588.7999877929688,2.0,0.9510828298295649,-5.28193567694655,False,71.07941312260357,20,35.042240058813,0.14155403156760982,False,ELIGIBLE,30.689678484851672,35.92764605539406,False,COMPLETE,,,,,0.41341900623772665,85.0,True,2.0,False,False,True,True,False,619.9000244140625,529.1257489013672,967.5,342.1000061035156,35.92764605539406,81.20433012400699,148.6187884297794,72.367721546585,45.866741102084205,8.022746253067757,6.473625310911045,5.149217609867708,967.5,35.92764605539406,316698.4,2785583.0,0.1136919632263695,597.9500122070312,-38.196381167231905,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
RAMRAT,Ram Ratna Wires Limited,,2022-07-29,1476.0,891,True,False,498,2026-08-13,2026-08-12,453.0,475.79998779296875,449.79998779296875,473.95001220703125,662915.0,449.5,13.749955229944488,13.411740994018096,46.61221100520936,53.20787245536367,39.16981620372295,437.1131118774414,414.40135498046874,370.2092740885417,354.72877761840823,ELIGIBLE,ELIGIBLE,False,5.439379801341769,4.934215264780606,4.3881835518233165,False,274037.9,2.419063202571615,0.9288470928485577,26.0,17.949996948242188,0.38881371025643363,True,False,0.7786429365962189,False,False,False,False,31.92307849619165,471.0,False,False,False,431.0236506506835,2.0,0.5996371296211366,-9.959166159802384,False,18.381541964179537,17,15.647327364339484,2.0539760028283087,False,ELIGIBLE,0.8514627476460565,8.310973332522096,False,COMPLETE,,,,,0.33162676330466434,81.0,True,3.0,True,True,True,False,False,473.95001220703125,342.3791345214844,516.9102884316486,266.4076130636512,8.310973332522098,77.90407967575356,46.89265876161249,21.591251984548283,18.549889263051632,3.720938275672297,4.5029921927942596,4.777929652010117,475.79998779296875,0.38881371025643363,362821.5,215047.02,1.6871728796799883,474.0,-0.37830765850123127,False,LIVE,2026-08-13T12:15:00+05:30,live price not above pivot,COMPLETE
RATEGAIN,Rategain Travel Technologies Limited,,2021-12-17,1700.0,379,True,False,498,2026-08-13,2026-08-12,912.25,935.0,912.25,934.25,254120.0,908.8499755859375,-4.395212000665816,49.39634388322007,57.5729400455463,38.42791023916483,118.66588648332356,930.3825103759766,893.4380053710937,690.6353342692057,687.0285011291504,ELIGIBLE,ELIGIBLE,False,2.794743367593431,4.791849841354792,3.966500100162074,False,634581.25,0.4004530546718801,0.967032967032967,22.75,33.75,11.023809523809524,False,False,0.37410183257919893,False,True,False,False,40.233334495907734,1050.0,False,False,False,899.7999877929688,2.0,0.400086200797527,-3.828629992708747,False,31.03587156648089,20,18.985711960565478,1.1237012339932193,False,ELIGIBLE,5.793719440389072,11.023809523809524,False,COMPLETE,,,,,0.6269188490689497,93.0,True,2.0,True,True,False,False,False,934.25,660.7475004577636,1050.0,417.6000061035156,11.023809523809526,123.7188664619933,67.31734848609369,23.435016735966364,23.435016735966364,3.963071982873963,4.501739820440025,5.114263300274284,1050.0,11.023809523809524,903772.6,541752.02,1.6682403879177043,906.5,-13.666666666666671,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
RATNAMANI,Ratnamani Metals & Tubes Limited,,2006-05-09,7401.0,911,True,False,498,2026-08-13,2026-08-12,2248.60009765625,2300.0,2223.0,2240.39990234375,39137.0,2255.0,-13.569019306892837,-16.450687560220757,12.313694331049785,-7.478121190471798,-3.7456092947851904,2387.660852050781,2512.737197265625,2411.7748022460937,2403.8437396240233,ELIGIBLE,ELIGIBLE,False,0.8346811340661622,3.7109378975122,3.1006666024194134,False,54581.9,0.7170325694048759,0.22597275771103897,77.0,65.80879054411594,14.595726583763662,False,False,-0.2838094165742766,False,False,False,False,24.346904448863647,2632.7459756416015,False,False,False,2618.4095282121507,3.0,0.7794674161346566,14.436612065283217,False,5.552871857465069,19,18.184915590751956,1.699841017242226,False,ELIGIBLE,28.00170732942554,32.725943225826384,False,COMPLETE,,,,,-0.06362282254929744,28.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RATNAVEER,Ratnaveer Precision Engineering Limited,,2023-09-11,1067.0,589,True,False,498,2026-08-13,2026-08-12,207.0,216.5,206.00999450683594,210.00999450683594,4209276.0,206.16000366210938,19.82084177984669,18.355495726610393,37.12700155168391,38.25543314369841,50.69603443388371,191.82550048828125,182.28559967041016,163.75833282470703,161.45729988098145,ELIGIBLE,ELIGIBLE,False,1.8674770936833083,6.443911231081234,4.852907266775417,False,9214442.1,0.4568128980917901,0.38131533892967434,10.490005493164062,9.235000610351562,3.881189424288536,False,False,0.4074487402839555,False,False,False,False,27.42917590179902,218.49000549316406,False,False,False,196.49500274658203,2.0,0.5140051872660187,-6.878033319597486,False,20.6095902141189,6,7.867637882385462,0.7443516346800181,True,ELIGIBLE,0.0,3.881189424288536,True,COMPLETE,,,,,0.32557892116497367,81.0,True,2.0,True,True,False,False,False,210.00999450683594,157.86084983825683,218.49000549316406,130.5,3.8811894242885336,60.92719885581297,37.79642334594763,27.682335044210543,26.14167601419056,4.532832045419621,5.44402670451635,5.576877931500743,218.49000549316406,3.881189424288536,9305413.8,4945721.34,1.8815079055788455,220.89999389648438,1.1030199747034786,True,LIVE,2026-08-13T12:15:00+05:30,live price above pivot,COMPLETE
RAYMOND,Raymond Limited,,1995-10-18,11257.0,434,True,False,499,2026-08-13,2026-08-12,622.8499755859375,622.8499755859375,612.0499877929688,618.9500122070312,592583.0,624.2999877929688,1.5837887095677239,36.467870987919056,46.896879848381936,13.433516817245783,-2.0803613173243085,605.5449981689453,594.0229974365234,479.30366658528646,480.83000076293945,ELIGIBLE,ELIGIBLE,True,1.3005877105106394,3.50882374374524,3.724239513292277,True,465218.55,1.273773369527075,0.6388918715773649,10.79998779296875,20.25,3.4399356931308502,False,False,-0.2322620912035167,False,False,False,False,23.003096920048858,641.0,False,False,False,641.0,3.0,0.93603744149766,3.4399356931308502,True,20.29994453470625,19,10.850232104987324,0.7569218178152056,True,ELIGIBLE,3.3605173827237933,8.843886272896723,False,COMPLETE,,,,,0.26237155464828305,77.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAYMONDLSL,Raymond Lifestyle Limited,,2024-09-05,707.0,806,True,True,483,2026-08-13,2026-08-12,729.0,729.5999755859375,712.7999877929688,716.4500122070312,113518.0,725.7999877929688,-2.130998681247065,-7.984550789698252,-29.664440492678356,-36.21266139586707,-36.46687993906874,724.0499969482422,754.8951306152344,814.9878096516927,886.7618249511719,ELIGIBLE,ELIGIBLE,False,1.6888792490439644,4.109547512524276,3.2875239286475653,False,170675.4,0.6651104962988222,0.21726351584553735,16.79998779296875,18.149993896484375,6.833548477629227,False,False,0.4408944972239537,False,False,False,False,19.723747214888153,769.0,True,False,False,769.9645121799545,2.0,0.25053419078333583,6.950255385330786,False,5.9336349103923824,5,6.192010173677697,0.6890671612038232,False,ELIGIBLE,44.282596715734776,46.86278646956427,False,COMPLETE,,,,,-0.23662616681402138,6.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RAYMONDREL,Raymond Realty Limited,,2025-07-01,408.0,464,True,True,280,2026-08-13,2026-08-12,611.0,611.0,576.0,580.9000244140625,540310.0,609.2999877929688,-18.601554747930326,5.597948369048145,21.899856556625096,1.780151093936011,-9.575261109195088,661.379995727539,647.1245666503906,526.049991048177,525.9133557128906,ELIGIBLE,ELIGIBLE,False,4.888958888847094,4.734648607397929,4.841957377495257,True,420388.75,1.2852627478732483,0.14000069754464287,35.0,23.25,19.319441053602432,False,False,0.27901070754803303,False,False,False,False,25.396482950773784,732.0,False,False,False,638.8988001851635,2.0,0.9127375819784092,9.077928422199571,False,27.250852097916333,20,20.0,0.4079845620753988,False,ELIGIBLE,20.366315869556047,20.955231308202034,False,COMPLETE,,,,,0.05060128655892463,50.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RBA,Restaurant Brands Asia Limited,,2020-12-14,2068.0,511,True,False,498,2026-08-13,2026-08-12,93.0,95.3499984741211,92.31999969482422,93.81999969482422,5706033.0,92.6500015258789,33.665759269839036,38.5001515404586,44.09460730354866,40.23915927495436,16.315392307497323,75.20000076293945,74.04419998168946,67.64353335062663,66.90560005187989,ELIGIBLE,ELIGIBLE,True,3.9787168395519705,5.168711513010102,3.231378541514362,False,19771948.95,0.2885923392999657,0.4950497043923172,3.029998779296875,2.8850021362304688,2.726798690132982,False,False,0.37776413206354054,False,False,False,False,34.09020040826161,96.44999694824219,False,False,False,70.09000015258789,2.0,1.1699239449836731,-33.856469525717586,False,35.192597536046534,5,10.212544101382278,0.8248001734849112,True,ELIGIBLE,0.6140153908136443,2.726798690132982,False,COMPLETE,,,,,0.3552989239338351,82.0,True,2.0,True,True,False,False,False,93.81999969482422,66.82304992675782,96.44999694824219,57.150001525878906,2.726798690132981,64.1644745229626,51.72250654595333,51.72250654595333,51.72250654595333,3.197398752152425,4.281069026016138,6.094649380853732,96.44999694824219,2.726798690132982,36318843.5,13772848.4,2.6369885476993997,99.4800033569336,3.14153084972868,True,LIVE,2026-08-13T12:15:00+05:30,live price above pivot,COMPLETE
RBLBANK,RBL Bank Limited,,2016-08-31,3634.0,138,True,False,499,2026-08-13,2026-08-12,389.70001220703125,390.20001220703125,384.45001220703125,389.79998779296875,2289848.0,389.70001220703125,4.56008598622617,15.29132823310988,27.09487195254581,21.660422977069803,46.468520250046375,374.1924987792969,369.89799926757814,334.105,328.64300018310547,ELIGIBLE,ELIGIBLE,False,0.33358679811334496,2.0880668705183387,2.694433792298087,True,6014947.3,0.3806929447245531,0.9304305366847826,5.75,7.5,0.7384834030852051,False,True,0.0,False,False,False,False,16.844925479449245,392.70001220703125,False,False,False,381.70001220703125,5.0,1.8601010941714708,-2.122078943383458,False,10.159666827569946,5,2.0025525774274553,0.3776948108297898,False,ELIGIBLE,0.0,0.7384834030852051,True,COMPLETE,,,,,0.25161294329176354,75.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RCF,Rashtriya Chemicals and Fertilizers Limited,,1998-01-07,10445.0,659,True,False,499,2026-08-13,2026-08-12,125.55000305175781,126.06999969482422,124.0,124.11000061035156,523390.0,125.55000305175781,-4.874684257565831,-0.4172323313215376,-8.582764584523773,-15.495114228518547,-12.908321562171011,126.66600112915039,129.05599975585938,127.97429005940755,131.8229165649414,ELIGIBLE,ELIGIBLE,False,2.4897238922685974,1.8624009982065561,2.6544928152595078,True,699175.35,0.7485818829282239,0.053140399308562986,2.0699996948242188,2.079998016357422,5.677155431487539,False,False,0.0,False,False,False,True,13.128569466727122,131.77000427246094,False,False,False,129.58999633789062,5.0,1.1497843469946931,4.228718174550002,True,6.0300674400018295,20,7.569538642552261,0.29658262368312766,False,ELIGIBLE,20.923602245131683,23.28054677828116,False,COMPLETE,,,,,-0.07564133007571282,26.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
RECLTD,REC Limited,,2008-03-12,6728.0,146,True,False,499,2026-08-13,2026-08-12,344.70001220703125,347.20001220703125,339.0,346.0,11330857.0,344.70001220703125,-0.4926513051766501,1.190493934449166,-0.6860778740389262,-1.2112326690737363,-5.290557297162557,359.4696075439453,354.90115234375,348.01912170410156,347.65588760375977,ELIGIBLE,ELIGIBLE,False,0.6545454545454545,2.5256561077950237,2.188725205669974,False,5170953.0,2.191251206499073,0.8536572657779365,8.20001220703125,6.986182276098532,8.149724240029697,True,False,0.0,False,False,False,False,15.752315836173695,376.70001220703125,False,False,False,368.1289189683367,3.0,1.9873894569130042,6.011187339031091,False,8.165271027739607,8,10.007966813208286,1.3290279006651038,False,ELIGIBLE,8.924262581200782,9.674191293131134,False,COMPLETE,,,,,-0.009613759942753774,38.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
REDINGTON,Redington Limited,,2007-02-15,7119.0,239,True,False,499,2026-08-13,2026-08-12,355.0,356.20001220703125,338.0,339.3999938964844,3024132.0,354.54998779296875,20.226712211334295,56.741785507134445,28.321827229250207,20.310054156221156,42.82638160616992,307.5925003051758,279.8228500366211,248.93161193847655,254.65500671386718,ELIGIBLE,ELIGIBLE,False,4.463757857669574,5.440271884676797,3.8491097926615567,False,10962429.35,0.27586330579179513,0.07692268997179641,18.20001220703125,11.399993896484375,6.886147079153806,False,False,0.12692489705965482,False,False,False,False,41.45315460305354,364.5,False,False,False,284.5653907991444,4.0,1.8273522976311585,-19.269596679816928,False,32.74185167233541,5,7.270233196159122,0.17111887346201884,True,ELIGIBLE,4.13297118732114,6.886147079153806,False,COMPLETE,,,,,0.4098836680118204,85.0,True,1.0,False,True,False,False,False,339.3999938964844,250.73839019775392,364.5,187.19874597305954,6.886147079153804,81.30463007766551,70.80339567743054,42.54986482216528,42.54986482216528,3.5881015020624027,4.48291114502153,6.146138739530489,364.5,6.886147079153806,19557056.4,7496468.54,2.60883591995972,346.1000061035156,-5.0480092994470205,False,LIVE,2026-08-13T12:14:00+05:30,live price not above pivot,COMPLETE
REFEX,Refex Industries Limited,,2009-12-03,6097.0,529,True,False,498,2026-08-13,2026-08-12,297.0,297.0,292.0,293.79998779296875,252409.0,294.75,-8.494541934640088,6.09758973659309,22.936015409847133,-17.96852240225377,-30.59839972963818,307.14773712158205,322.0922662353516,267.55385548909504,280.64025939941405,ELIGIBLE,ELIGIBLE,True,0.9870743820813405,4.491637610466707,4.438118296171577,False,691126.95,0.3652136557545615,0.35999755859375,5.0,12.175003051757812,14.80354281774984,False,False,0.7633587786259444,False,False,False,False,26.33279463796826,344.8500061035156,False,False,False,344.8500061035156,3.0,1.560911286642483,14.80354281774984,False,8.799193220887936,20,15.876467748579762,0.7125376875463019,False,ELIGIBLE,30.205749902472263,31.349080357182586,False,COMPLETE,,,,,-0.026871454497717287,36.0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,COMPLETE
